"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","New1","New2","New3","Remod","AgeSold","DateSold","Total_sqf","Total_baths","Total_outside","SalePrice","Id"
"1",0.419346520255236,"RL",-0.0840327210280297,-0.103701198553659,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",0.646072701065301,-0.507197300592036,1.04607836558577,0.896679295379751,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.20929094488089,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0.0172617477725622,"GasA","Ex","Y","SBrkr",0.169897979034312,-0.200478820586601,"Gd",1.01646351720833,"Typ",-0.924152871064208,"Attchd",0.998588257004103,"RFn",0.306766916508262,0.349106391231312,"TA","TA","Y",-0.0666904891728735,-0.18929651774281,-1.55191763550789,0.157618523517916,"WD","Normal",0.702380886722902,0.155728432093504,0.328585712582801,"0",-1.03770338084007,Feb 2008,1.09605490801662,1.68829225071925,-0.509087853944113,12.247694320221,1
"2",-1.12065288421963,"RL",0.503926612574221,0.146518406809857,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","1Story",-0.0631737127781041,2.18790388950776,0.154737490652949,-0.395536420884292,"Gable","CompShg","MetalSd","MetalSd","None",-0.800773638284263,"TA","TA","CBlock","Gd","TA","Gd","ALQ","Unf",0.34706497146527,"GasA","Ex","Y","SBrkr",0.169897979034312,-0.200478820586601,"TA",-0.198414335039222,"Typ",0.623524828669827,"Attchd",-0.0146905188474447,"RFn",0.306766916508262,-0.0594554081602078,"TA","TA","Y",-0.0666904891728735,-0.18929651774281,-0.446848296254142,-0.60285828664507,"WD","Normal",0.933626493389597,-0.0827131322276437,0.293290318611015,"0",-0.180641019478917,May 2007,-0.83862083484845,0.291885898359261,-0.0941688305961427,12.109010932687,2
"3",0.419346520255236,"RL",0.0435871117638287,0.457550650102318,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",0.646072701065301,-0.507197300592036,0.98005311559075,0.848819454036639,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.13721084988496,"Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf",0.0785115810680146,"GasA","Ex","Y","SBrkr",0.169897979034312,-0.200478820586601,"Gd",-0.198414335039222,"Typ",0.623524828669827,"Attchd",0.923530569903988,"RFn",0.306766916508262,0.627671254452803,"TA","TA","Y",-0.0666904891728735,-0.18929651774281,1.02657748941752,0.157618523517916,"WD","Normal",0.603983598882631,0.318302225948832,0.325971238955261,"1",-0.971775506889208,Sep 2008,1.13361151412292,1.68829225071925,-0.605593417360131,12.3171666930358,3
"4",0.638581158680906,"RL",-0.31021053440024,0.136278001616113,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",0.646072701065301,-0.507197300592036,-1.85903263419529,-0.682695468942969,"Gable","CompShg","Wd Sdng","Wd Shng","None",-0.800773638284263,"TA","TA","BrkTil","TA","Gd","No","ALQ","Unf",-0.0882551795884966,"GasA","Gd","Y","SBrkr",0.169897979034312,-0.200478820586601,"Gd",0.447089118896919,"Typ",0.623524828669827,"Detchd",0.810944039253816,"Unf",1.61974731135814,0.785524676944981,"TA","TA","Y",-0.0666904891728735,-0.18929651774281,-1.55191763550789,-1.36333509680806,"WD","Abnorml",0.291828417857899,1.28019717292619,1.62797910547002,"1",1.79719519904681,Feb 2006,1.09545164105267,-0.448759958355534,0.826898857473249,11.8493977015914,4
"5",0.419346520255236,"RL",0.642313569996034,0.922504321396193,"Pave","IR1","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",1.35531911490871,-0.507197300592036,0.947040490593238,0.753099771350413,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.42903982758885,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",0.264392692812128,"GasA","Ex","Y","SBrkr",1.38541807903715,-0.200478820586601,"Gd",1.52578627217171,"Typ",0.623524828669827,"Attchd",0.886001726353931,"RFn",1.61974731135814,1.68621773469447,"TA","TA","Y",-0.0666904891728735,-0.18929651774281,2.13164682867127,0.157618523517916,"WD","Normal",0.767886028024498,2.06868007312453,1.63190081591132,"0",-0.938811569913779,Dec 2008,1.31392115972051,1.68829225071925,0.962017916401651,12.4292161968444,5
"6",0.160769316751432,"RL",0.675892590322321,0.902461189467312,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",-0.772420126621509,-0.507197300592036,0.715952115610654,0.51380056463485,"Gable","CompShg","VinylSd","VinylSd","None",-0.800773638284263,"TA","TA","Wood","Gd","TA","No","GLQ","Unf",-0.0444652811298167,"GasA","Ex","Y","SBrkr",-2.26114222097136,-0.200478820586601,"TA",-0.943593384694554,"Typ",-0.924152871064208,"Attchd",0.62329982150353,"Unf",0.306766916508262,0.0333995462469558,"TA","TA","Y",-0.0666904891728735,5.09410756269499,1.39493393583544,0.918095333680902,"WD","Normal",0.691222466244149,-0.0285218676092011,0.315513344445102,"1",-0.675100074110349,Oct 2009,0.88981105025542,0.619766146181859,1.80953615524398,11.870599909242,6
"7",-1.12065288421963,"RL",0.321000197334876,0.242975838320682,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",1.35531911490871,-0.507197300592036,1.07909099058329,0.992398978065977,"Gable","CompShg","VinylSd","VinylSd","Stone",1.18947067204468,"Gd","TA","PConc","Ex","TA","Av","GLQ","Unf",0.59323236259438,"GasA","Ex","Y","SBrkr",0.169897979034312,-0.200478820586601,"Gd",0.447089118896919,"Typ",0.623524828669827,"Attchd",1.03611710055416,"RFn",0.306766916508262,0.757668190622832,"TA","TA","Y",-0.0666904891728735,-0.18929651774281,0.658221042999606,-0.60285828664507,"WD","Normal",1.14689377568654,0.394169996414651,0.32989294939657,"1",-1.10363125479092,Aug 2007,-0.667876001845549,0.619766146181859,0.935719121328318,12.6346030265693,7
"8",0.419346520255236,"RL",0.693901900316601,0.30008842473342,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosN","Norm","1Fam","2Story",0.646072701065301,0.391169762774562,0.0556996156604129,-0.539115944913631,"Gable","CompShg","HdBoard","HdBoard","Stone",1.28598974013573,"TA","TA","CBlock","Gd","TA","Mn","ALQ","BLQ",0.235715287436754,"GasA","Ex","Y","SBrkr",0.169897979034312,-0.200478820586601,"TA",0.447089118896919,"Typ",2.17120252840386,"Attchd",-0.127277049497617,"RFn",0.306766916508262,0.0519705371283885,"TA","TA","Y",-0.0666904891728735,4.53636003719294,1.76329038225336,0.918095333680902,"WD","Normal",0.847651694486483,-0.0176836146855126,0.289368608169706,"0",-0.015821334601773,Nov 2009,1.26957891167414,1.68829225071925,2.68023688518183,12.2060726455302,8
"9",0.160769316751432,"RM",-0.768504453713668,-0.736316729405765,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",0.646072701065301,-0.507197300592036,-1.33083063423509,-1.63989229580522,"Gable","CompShg","BrkFace","Wd Shng","None",-0.800773638284263,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",0.107557935194365,"GasA","Gd","Y","FuseF",-1.04562212096852,4.39686135171591,"TA",1.01646351720833,"Min1",2.17120252840386,"Detchd",-1.70348847860002,"Unf",0.306766916508262,-0.0223134263973424,"Fa","TA","Y",-0.0666904891728735,-0.18929651774281,-0.815204742672058,0.157618523517916,"WD","Abnorml",-1.40207517832838,-0.0610366263802666,0.234464661991373,"1",1.33570008139081,Apr 2008,1.12122704001262,-0.448759958355534,0.997197145001478,11.7745202026587,9
"10",2.06772866242081,"RL",-0.824253263814783,-0.35860517450982,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Artery","Artery","2fmCon","1.5Unf",-0.772420126621509,0.391169762774562,-1.066729634255,-1.63989229580522,"Gable","CompShg","MetalSd","MetalSd","None",-0.800773638284263,"TA","TA","BrkTil","TA","TA","No","GLQ","Unf",0.141667190324017,"GasA","Ex","Y","SBrkr",-1.04562212096852,4.39686135171591,"TA",-0.943593384694554,"Typ",2.17120252840386,"Attchd",-1.40325773019957,"RFn",-1.00621347834162,-1.24335607685154,"Gd","TA","Y",-0.0666904891728735,-0.18929651774281,-1.92027408192581,0.157618523517916,"WD","Normal",0.80909927741743,-1.05138198728231,-1.02244353444832,"1",1.07198858558738,Jan 2008,-0.930543419315594,-0.448759958355534,-1.17306424792988,11.6784399034478,10
