Id,SalePrice
1461,123421.5202
1462,159833.741
1463,180050.2013
1464,193261.6086
1465,188852.3669
1466,180050.2013
1467,180731.2472
1468,173247.7276
1469,190580.3544
1470,121383.3545
1471,204061.5666
1472,102628.4104
1473,94172.01137
1474,147065.8787
1475,120503.1845
1476,378329.1351
1477,252622.1885
1478,301992.1643
1479,289583.3996
1480,545099.8357
1481,317710.2913
1482,210946.2316
1483,173247.7276
1484,172204.5918
1485,184707.8663
1486,196051.1666
1487,313572.7487
1488,248810.7471
1489,199605.0395
1490,205928.0185
1491,196310.4759
1492,94023.49097
1493,183582.4374
1494,312383.0745
1495,301992.1643
1496,220318.1814
1497,174585.372
1498,160697.8898
1499,160819.8966
1500,153785.1587
1501,174701.8541
1502,157326.4411
1503,303142.2659
1504,252622.1885
1505,219222.699
1506,180050.2013
1507,221668.8142
1508,199232.2318
1509,165691.4314
1510,146593.5442
1511,145306.8703
1512,166977.8901
1513,143379.2315
1514,173261.7523
1515,189862.1943
1516,156930.36
1517,170089.145
1518,127532.8186
1519,218558.2975
1520,133863.2829
1521,130446.8056
1522,172204.5918
1523,102952.3832
1524,118576.6601
1525,120481.0466
1526,127532.8186
1527,109448.5645
1528,135431.7194
1529,144648.8364
1530,173903.0429
1531,107801.7515
1532,94678.2789
1533,139908.9854
1534,119712.0486
1535,143379.2315
1536,114688.2798
1537,66703.91567
1538,165489.8367
1539,190580.3544
1540,97817.71677
1541,139623.8288
1542,130872.9769
1543,205879.9088
1544,77468.35539
1545,119808.2561
1546,142604.6797
1547,134649.7647
1548,132374.109
1549,121598.9651
1550,138914.079
1551,116618.5017
1552,131968.2106
1553,138243.8496
1554,113745.6487
1555,161930.757
1556,84231.5579
1557,99750.30649
1558,103725.4833
1559,81885.46007
1560,141273.993
1561,126584.7985
1562,130123.2815
1563,121383.3545
1564,147065.8787
1565,150976.1777
1566,246369.3857
1567,68767.55622
1568,215671.8601
1569,133905.8106
1570,143798.0923
1571,114157.8501
1572,134983.5415
1573,237612.8032
1574,119607.4194
1575,215645.2247
1576,257943.9535
1577,191671.7088
1578,148009.2948
1579,142524.9563
1580,196310.4759
1581,148514.7119
1582,130872.9769
1583,315184.144
1584,219898.1415
1585,141993.8828
1586,60592.53318
1587,109667.6463
1588,143379.2315
1589,95397.08179
1590,131968.2106
1591,91244.74656
1592,118576.6601
1593,127713.9277
1594,116943.9991
1595,102050.0755
1596,245245.4432
1597,180731.2472
1598,209558.0455
1599,183273.9353
1600,182583.3078
1601,59603.9227
1602,105567.1281
1603,83256.38982
1604,262449.3034
1605,265120.8338
1606,172204.5918
1607,167548.0805
1608,224957.9558
1609,187140.6821
1610,153785.1587
1611,150976.1777
1612,154280.6652
1613,163854.5157
1614,124562.4547
1615,90182.28131
1616,72161.37563
1617,94023.49097
1618,121383.3545
1619,142972.2414
1620,163854.5157
1621,144100.9361
1622,143379.2315
1623,300124.914
1624,216771.2551
1625,127713.9277
1626,172855.9615
1627,180731.2472
1628,286471.2605
1629,172855.9615
1630,305593.5575
1631,215671.8601
1632,252622.1885
1633,172855.9615
1634,180731.2472
1635,180731.2472
1636,152498.5957
1637,180050.2013
1638,208765.6909
1639,180731.2472
1640,246369.3857
1641,173247.7276
1642,221057.5876
1643,235223.2914
1644,246260.4362
1645,173247.7276
1646,170296.3425
1647,160350.1387
1648,131628.9388
1649,140747.5809
1650,121383.3545
1651,124562.4547
1652,107208.5181
1653,107562.1587
1654,146593.5442
1655,147581.7312
1656,142524.9563
1657,149042.0115
1658,146593.5442
1659,133863.2829
1660,153110.9857
1661,548239.1684
1662,393934.5561
1663,411764.6482
1664,680330.3683
1665,310268.2735
1666,330581.0889
1667,349775.0726
1668,348425.8619
1669,312383.0745
1670,354746.4969
1671,277146.0025
1672,467157.9626
1673,312383.0745
1674,252622.1885
1675,178053.169
1676,183273.9353
1677,219861.6367
1678,538190.9558
1679,391586.1632
1680,300124.914
1681,252622.1885
1682,324457.0579
1683,183273.9353
1684,180731.2472
1685,172855.9615
1686,167548.0805
1687,172855.9615
1688,193261.6086
1689,202997.9254
1690,194773.6829
1691,196468.143
1692,271461.5565
1693,172855.9615
1694,180731.2472
1695,172855.9615
1696,263529.1764
1697,172855.9615
1698,373027.2233
1699,320943.9471
1700,253126.3979
1701,295545.1277
1702,252740.0149
1703,273927.9709
1704,301992.1643
1705,228336.3973
1706,471044.6789
1707,209802.9846
1708,211312.3557
1709,301992.1643
1710,216967.2105
1711,296328.1294
1712,245245.4432
1713,286169.2402
1714,215050.6075
1715,207280.8125
1716,173903.0429
1717,180731.2472
1718,134457.8225
1719,207852.689
1720,236196.8058
1721,172204.5918
1722,126654.0012
1723,152803.8157
1724,207671.5473
1725,219898.1415
1726,175287.853
1727,148010.3713
1728,180731.2472
1729,166886.9404
1730,152313.0525
1731,121383.3545
1732,131059.8016
1733,118822.1644
1734,127532.8186
1735,134649.7647
1736,121383.3545
1737,324771.349
