Id,SalePrice
1461,117229.9044
1462,158290.3745
1463,173185.3537
1464,191552.4323
1465,203302.9878
1466,173185.3537
1467,172471.0628
1468,168833.7347
1469,193269.0892
1470,116970.6895
1471,195386.4569
1472,93198.35437
1473,92968.28668
1474,150531.6009
1475,119643.9107
1476,372725.0883
1477,271111.1494
1478,289410.0191
1479,280929.3875
1480,705413.7876
1481,348935.9917
1482,210117.5603
1483,169144.3466
1484,169144.3466
1485,180356.0989
1486,193361.875
1487,339816.5403
1488,250334.8492
1489,195151.6472
1490,213614.7609
1491,191552.4323
1492,92510.78547
1493,183903.3268
1494,309082.3663
1495,307020.9872
1496,217680.4312
1497,179610.1264
1498,163487.0239
1499,163487.0239
1500,154597.4569
1501,169144.3466
1502,158102.6658
1503,296682.9971
1504,250742.6246
1505,228724.1217
1506,188373.4315
1507,241057.0774
1508,201160.9161
1509,168833.7347
1510,154127.3961
1511,150531.6009
1512,172471.0628
1513,146161.4809
1514,163003.157
1515,188373.4315
1516,154597.4569
1517,160496.6669
1518,133536.208
1519,217382.8175
1520,129631.3622
1521,133536.208
1522,178869.337
1523,111448.4816
1524,129290.2886
1525,124734.5718
1526,118191.1798
1527,109850.6563
1528,136390.0565
1529,148820.2284
1530,169144.3466
1531,102530.0156
1532,93198.35437
1533,146665.7423
1534,126251.7225
1535,148147.1786
1536,110803.1078
1537,59348.82687
1538,162207.8755
1539,201307.7455
1540,93841.26906
1541,139582.3837
1542,136204.3252
1543,178002.7813
1544,77146.17902
1545,107611.6149
1546,137711.4846
1547,125635.6631
1548,135568.6303
1549,117650.7935
1550,134612.4848
1551,114309.8992
1552,133386.5584
1553,145894.3405
1554,119795.9819
1555,154597.4569
1556,90866.00467
1557,106774.2699
1558,90115.28625
1559,91725.71894
1560,134242.2674
1561,135345.9764
1562,129000.5767
1563,115750.6491
1564,158290.3745
1565,154158.6561
1566,252445.5795
1567,82282.65222
1568,221837.4315
1569,132231.0987
1570,138542.6101
1571,129000.5767
1572,138340.9303
1573,226689.3921
1574,120924.7269
1575,224037.3118
1576,238056.6156
1577,184142.8006
1578,145894.3405
1579,145318.7761
1580,196226.9004
1581,150596.6377
1582,126255.2232
1583,333626.0873
1584,224131.2192
1585,137613.3136
1586,47360.48182
1587,104454.9305
1588,142381.6863
1589,91324.15673
1590,133536.208
1591,88111.05209
1592,123346.1417
1593,125509.6013
1594,128701.6127
1595,107125.4437
1596,224174.9943
1597,183903.3268
1598,219693.317
1599,172471.0628
1600,169144.3466
1601,58669.44076
1602,112055.9416
1603,90600.45526
1604,259468.2099
1605,251799.23
1606,169144.3466
1607,168554.4067
1608,220970.4476
1609,181341.6248
1610,154158.6561
1611,143370.989
1612,163216.5418
1613,163216.5418
1614,127630.3732
1615,91503.3118
1616,85289.13369
1617,91183.61296
1618,122187.0614
1619,135768.8071
1620,154597.4569
1621,137843.7089
1622,140373.1268
1623,288142.5428
1624,212521.0622
1625,123537.6653
1626,168833.7347
1627,184664.9646
1628,286437.8854
1629,183903.3268
1630,337126.3841
1631,227423.5912
1632,263709.9121
1633,169144.3466
1634,184664.9646
1635,172471.0628
1636,154597.4569
1637,193910.9454
1638,189494.9521
1639,183903.3268
1640,258611.375
1641,175419.2074
1642,224225.4105
1643,224131.2192
1644,231186.2327
1645,183975.877
1646,164622.029
1647,168833.7347
1648,133536.208
